,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color
8519,10999,2010.0,11,2067,6,5,2,76298.0,0,0,3,9,9
5876,17900,2017.0,34,1694,0,3,2,41101.0,0,0,0,0,9
951,0,2018.0,37,1614,6,8,0,88741.94803113553,0,0,3,13,12
6822,24980,2019.0,35,2090,6,3,2,30532.0,0,2,0,0,10
8173,18995,2018.0,5,714,0,3,2,19146.0,0,0,1,9,5
9449,19995,2016.0,29,43,6,5,4,85945.0,0,0,0,8,1
984,23990,2012.0,11,1515,2,6,2,18698.0,0,2,2,7,9
2122,5500,2004.0,12,1834,2,8,2,285804.0,0,0,0,13,12
165,21900,2016.0,5,640,3,5,2,93158.0,0,0,2,10,0
3630,18900,2016.0,11,2131,0,5,2,112704.0,0,0,2,11,10
4943,39900,2019.0,11,2010,2,6,2,15221.0,0,0,0,10,10
9753,25995,2015.0,8,777,6,5,2,33755.0,0,0,0,0,5
5396,9950,2005.0,5,1877,2,6,2,190065.0,0,0,0,8,0
5005,23899,2018.0,11,2145,6,5,2,59626.0,0,0,2,11,10
5236,35990,2010.0,5,680,2,6,2,32742.0,0,2,2,7,12
8540,36999,2018.0,12,552,6,5,2,37668.0,0,0,0,10,8
4989,36995,2016.0,19,1747,0,5,2,42022.0,0,0,1,0,10
279,38800,2018.0,11,1079,6,6,0,101856.0,0,0,0,13,10
7595,14881,2017.0,5,710,6,8,2,20495.0,0,0,1,4,5
8364,12999,2015.0,6,59,6,3,2,55495.0,0,0,1,9,9
6717,4900,2002.0,6,135,0,5,2,114000.0,0,0,0,9,0
4473,18880,2019.0,26,1735,0,3,2,28203.0,0,0,0,0,1
6240,19900,2018.0,32,1147,0,3,2,22939.0,1,0,0,0,8
6143,18000,2006.0,29,88,2,5,0,214000.0,0,1,0,13,10
1349,22990,2017.0,35,1238,2,8,2,16877.0,0,2,1,9,10
5573,25900,2012.0,37,1564,6,5,5,77520.0,6,0,2,8,5
8438,24999,2019.0,5,1436,6,3,2,3221.0,0,0,1,9,5
9453,46995,2016.0,11,999,6,6,4,104102.0,0,0,0,8,10
124,32250,2018.0,5,1858,2,6,2,31000.0,0,0,0,13,10
8854,40999,2015.0,11,2012,6,6,2,59825.0,0,0,0,10,8
95,18900,2012.0,5,1921,2,6,0,177450.0,0,0,2,10,10
37,8998,2015.0,11,1178,0,8,2,76546.0,0,0,1,9,1
3999,7500,2011.0,5,854,0,3,2,130000.0,0,0,3,0,10
8721,0,2011.0,11,1009,6,6,0,86569.0,0,0,0,10,12
1826,109000,2018.0,29,206,6,5,0,88741.94803113553,0,0,0,13,12
1788,13500,2007.0,17,2253,3,5,2,88741.94803113553,0,0,0,6,9
9378,1,2017.0,5,488,6,8,1,88741.94803113553,0,0,3,13,12
30,15998,2012.0,11,949,0,8,2,154878.0,0,0,3,8,10
785,6900,2010.0,14,1216,2,3,2,162805.0,0,1,2,3,0
1395,123456,1963.0,5,678,6,8,2,88741.94803113553,0,1,3,13,12
5226,0,2019.0,37,234,0,8,2,0.0,0,0,3,13,12
1584,15987,2015.0,34,432,6,5,2,97466.0,0,2,1,9,1
7092,7900,2007.0,11,912,6,5,2,100764.0,0,0,0,0,10
6417,24942,2019.0,8,1367,6,5,2,27726.0,0,0,0,0,10
91,24999,2016.0,22,459,3,3,2,18823.0,0,0,2,9,10
465,39500,2009.0,11,1101,6,8,0,88741.94803113553,0,0,3,13,12
4233,9180,2015.0,18,1971,0,3,2,90670.0,0,0,1,0,2
1251,8900,2014.0,11,805,0,6,2,88741.94803113553,0,0,3,11,10
3001,21500,2014.0,22,462,0,5,2,74850.0,0,0,3,3,9
4773,0,2015.0,5,1914,3,6,2,82849.0,0,0,0,10,10
5943,14900,2018.0,26,1735,3,3,2,50.0,4,0,0,0,9
9213,20888,2020.0,18,1969,6,3,2,3062.0,0,0,1,12,0
680,28990,2017.0,5,1868,2,5,2,28466.0,0,0,0,8,8
4870,0,2014.0,5,1436,0,8,2,42000.0,0,0,3,13,9
3308,17990,2010.0,22,786,2,5,2,42288.0,0,0,2,3,10
794,28990,2019.0,29,18,2,6,2,11274.0,0,2,3,8,10
3719,31995,2018.0,5,2057,6,8,2,105826.0,0,0,0,13,5
8831,10900,2012.0,5,2149,6,5,2,118218.0,0,0,3,0,3
3816,8950,2011.0,21,747,2,8,2,153290.0,0,0,3,0,0
7768,3100,2006.0,34,662,2,3,2,206000.0,0,0,2,3,0
6415,19991,2018.0,11,1178,6,3,2,42075.0,0,0,0,9,5
1823,10977,2007.0,26,2096,6,8,2,176549.0,0,0,0,13,9
232,6980,2013.0,6,2116,6,8,2,88741.94803113553,0,0,3,13,12
9977,9995,2009.0,0,2164,6,8,2,116301.0,0,0,3,9,12
504,5980,2011.0,18,1971,6,8,2,88741.94803113553,0,0,3,13,12
1308,28900,2019.0,5,1860,3,6,2,16214.0,0,0,2,10,10
4641,3999,2008.0,13,1550,0,8,2,193500.0,0,0,3,5,12
3622,12000,2011.0,13,1550,6,8,2,88741.94803113553,0,0,3,13,12
5752,24995,2006.0,29,95,3,5,0,149566.0,0,0,0,10,10
3485,16990,2010.0,12,1832,2,6,4,98610.0,0,2,3,8,1
5536,29995,2018.0,5,1876,6,8,5,82233.0,6,0,0,8,12
7591,18988,2019.0,34,662,6,8,2,88741.94803113553,0,0,1,9,9
2030,22500,2017.0,1,1648,6,3,2,71636.0,0,0,3,0,10
8909,13999,2008.0,5,1870,6,6,2,131457.0,0,0,0,8,9
1496,7980,2008.0,12,47,6,8,2,88741.94803113553,0,0,3,13,12
8372,15999,2019.0,5,2156,6,3,2,18215.0,0,0,0,0,10
6738,20995,2010.0,12,2314,0,6,2,110029.0,0,0,0,0,10
2242,25899,2020.0,11,881,0,8,2,3957.0,0,0,3,13,9
6322,25999,2007.0,29,87,6,5,0,176760.0,0,1,0,10,12
8609,10999,2012.0,34,1630,6,3,3,113544.0,0,0,1,7,1
3016,9900,2013.0,6,64,0,3,2,28797.0,0,0,1,9,10
6935,16000,2015.0,5,1321,0,5,2,69257.0,0,0,1,9,8
8086,24995,2010.0,17,2247,3,5,2,94970.0,0,1,0,6,8
3051,21650,2017.0,36,2279,0,3,2,48500.0,0,0,1,0,5
5908,20431,2020.0,37,242,4,3,2,384.0,0,0,0,4,10
4685,14890,2012.0,5,1905,3,6,2,194668.0,0,0,2,10,10
7193,25999,2018.0,32,696,0,3,2,15846.0,0,0,0,12,0
9791,36995,2019.0,11,1681,6,3,2,8673.0,0,0,0,8,8
256,5800,2013.0,14,1945,6,5,2,130000.0,0,0,3,13,12
8446,15000,2007.0,5,1905,6,8,0,140000.0,4,0,3,13,12
6126,10999,2014.0,34,662,6,3,2,37717.0,0,0,1,9,10
1457,0,2019.0,5,2057,6,8,2,40659.0,0,0,0,13,0
7776,5800,1995.0,22,1759,6,8,2,88741.94803113553,0,0,3,13,0
898,7980,2012.0,17,1255,6,6,2,192608.0,6,0,2,0,1
4422,19950,2017.0,5,526,6,3,2,27265.0,0,0,2,3,9
289,1800,2002.0,19,867,6,8,2,88741.94803113553,0,0,3,13,12
6388,31988,2014.0,29,5,6,6,2,53865.0,0,0,0,10,0
4450,9880,2017.0,14,2202,0,3,2,94867.0,0,0,1,9,8
5295,8200,2014.0,35,445,6,3,2,83829.0,0,0,1,7,3
1965,22750,2011.0,8,206,6,8,0,226352.0,0,0,3,7,10
510,7480,2008.0,12,376,6,8,2,88741.94803113553,0,0,3,13,12
5863,14900,2013.0,13,689,0,5,2,54400.0,4,0,0,0,5
9407,24500,2008.0,12,1843,2,6,0,140750.0,0,0,0,10,5
8857,36999,2019.0,32,2255,6,3,2,11703.0,0,2,0,9,10
491,3500,2004.0,34,662,2,3,2,188900.0,0,0,1,9,0
6424,9900,2016.0,11,1111,6,8,2,52572.0,0,1,1,9,9
3830,25000,1936.0,37,319,6,8,2,88741.94803113553,0,0,3,13,12
3197,24900,2012.0,11,1062,6,8,2,159000.0,0,0,3,13,12
5667,9500,2004.0,34,2026,2,5,2,291000.0,0,0,0,10,5
7072,41988,2019.0,11,973,6,8,2,33931.0,0,0,0,8,1
8398,5500,2008.0,14,1781,0,5,2,88741.94803113553,0,0,1,13,4
5721,750,2011.0,5,1436,6,8,2,86000.0,4,0,3,9,1
7604,15999,2008.0,5,1860,6,6,2,76349.0,0,0,0,10,1
3801,5600,2017.0,26,2209,0,8,2,48493.0,0,0,3,9,0
7309,5500,2013.0,11,1108,6,8,2,88741.94803113553,0,0,3,13,12
8186,15495,2011.0,29,2321,6,8,4,148852.0,0,0,0,8,12
4427,20488,2014.0,11,949,6,6,2,101528.0,0,0,2,8,0
5417,6500,2015.0,26,411,0,3,2,88741.94803113553,0,0,1,9,9
1296,5000,2010.0,14,1945,3,8,2,200000.0,0,0,3,9,0
8770,3750,2001.0,32,1147,6,8,2,88741.94803113553,4,0,3,13,12
8379,11999,2015.0,34,662,6,3,2,49978.0,0,0,1,9,8
7464,10900,2007.0,1,1659,6,6,2,116392.0,0,0,3,0,12
5715,38995,2015.0,11,960,0,5,2,61816.0,0,0,0,8,8
1886,14777,2003.0,22,1935,6,8,2,87180.0,0,0,2,13,9
1548,28900,2014.0,5,1921,2,6,0,166298.0,0,0,0,10,10
6116,25152,2016.0,5,947,6,6,2,13816.0,0,0,2,11,9
2207,13995,2012.0,2,151,0,3,2,99052.0,0,0,3,13,10
7601,8900,2009.0,34,674,6,8,2,112419.0,0,0,1,9,0
8425,10995,1999.0,5,424,6,8,2,61969.0,0,0,0,5,10
8083,32995,2015.0,12,2303,3,6,2,91214.0,0,0,0,0,3
7101,10900,2017.0,17,1610,6,3,2,79364.0,4,0,0,0,1
223,6980,2011.0,12,376,6,8,2,88741.94803113553,0,0,3,13,12
8838,33999,2019.0,12,368,6,5,2,30040.0,0,0,0,0,1
1302,4950,2005.0,6,129,0,5,2,159155.0,0,0,3,9,12
2808,19995,2019.0,11,1178,0,3,3,19156.0,0,0,1,13,9
8456,19999,2012.0,32,1324,6,3,2,73594.0,0,1,3,9,0
8093,5950,2004.0,5,422,2,5,2,178063.0,0,0,0,13,10
213,17500,1968.0,11,1507,2,6,2,57000.0,0,0,2,3,8
7102,18900,2018.0,11,873,6,3,2,37608.0,0,0,0,0,10
1567,8995,2007.0,11,792,6,8,2,162043.0,0,0,3,13,10
7647,25988,2018.0,34,1695,6,8,2,45328.0,0,0,0,0,8
3139,4900,2007.0,0,2106,6,5,2,88741.94803113553,0,0,3,13,5
6599,10999,2010.0,11,2067,6,5,2,76298.0,0,0,3,9,9
1828,31590,2019.0,26,2098,2,6,2,11877.0,0,2,3,8,1
5843,5995,2007.0,34,2300,6,3,2,121224.0,0,0,1,9,4
1132,21995,2004.0,12,1791,6,8,2,76647.0,0,0,3,13,10
2559,7495,2012.0,5,1316,2,5,2,160846.0,0,0,1,9,3
6109,16995,2016.0,35,1239,6,3,2,21913.0,0,0,1,12,9
1876,19700,2016.0,13,687,6,3,2,73474.0,0,0,3,0,0
534,34995,2016.0,17,2231,2,5,2,46437.0,0,0,0,0,8
1013,18990,2015.0,19,1345,0,5,2,62800.0,0,0,2,9,9
2921,26900,2015.0,12,1846,6,8,2,133000.0,0,0,3,13,12
7058,33999,2018.0,2,2262,6,3,2,21668.0,0,2,0,0,1
5916,16800,2004.0,34,2177,0,6,2,62128.0,0,0,0,8,5
8513,35999,2017.0,5,2057,6,6,2,75620.0,0,0,0,0,12
7929,3500,2009.0,26,732,0,3,2,134000.0,0,0,1,13,10
3066,10500,2013.0,11,820,2,3,2,122532.0,0,0,1,0,10
2838,5250,1996.0,5,1860,0,5,2,240000.0,0,0,2,8,0
4253,39888,2019.0,13,617,3,8,2,9528.0,0,1,3,4,12
1898,3990,2006.0,26,1165,6,3,2,254691.0,0,0,2,8,10
1698,29990,2009.0,37,292,2,5,0,40255.0,0,0,2,13,1
3917,14890,2012.0,1,1648,6,3,2,81356.0,0,0,3,0,0
1518,10977,2014.0,26,1600,6,8,2,131033.0,0,0,1,13,9
5605,14991,2020.0,18,1721,6,3,2,7924.0,0,0,1,9,5
5157,24992,2019.0,13,687,6,3,2,8542.0,0,0,1,0,5
5339,14999,2008.0,2,1429,6,6,2,152164.0,0,1,2,9,10
2194,15500,2015.0,14,1948,3,3,2,53892.0,0,0,1,9,9
4891,59900,2017.0,11,2008,2,6,0,51285.0,0,0,0,10,0
5187,45000,2004.0,12,219,3,8,0,15000.0,0,0,3,10,10
7038,15784,2015.0,5,2221,6,3,3,37823.0,0,0,1,9,5
7124,9800,2014.0,17,644,0,3,2,53000.0,0,1,0,0,5
8584,16999,2013.0,1,1648,6,3,2,109671.0,0,0,3,0,1
2198,20691,2020.0,11,1185,6,8,2,88741.94803113553,0,0,3,13,12
5722,6900,2012.0,35,1354,0,4,2,123000.0,0,0,1,13,12
8090,20995,2019.0,5,1436,6,3,2,13444.0,0,0,1,9,5
3855,22490,2015.0,15,1663,6,5,2,60721.0,0,0,2,9,0
3087,43977,2017.0,12,1824,6,6,5,47183.0,0,0,0,8,0
6381,2600,2005.0,11,1146,0,3,2,88741.94803113553,5,1,1,9,8
9515,27990,2014.0,22,623,2,8,4,55441.0,0,0,3,3,12
6346,12995,2003.0,37,271,6,6,2,135742.0,0,0,0,0,0
1100,10477,2018.0,26,2209,6,8,2,58050.0,0,0,1,13,12
6047,20999,2016.0,11,2131,0,5,2,21103.0,0,0,2,9,10
3206,4800,2009.0,5,2149,0,5,2,187790.0,0,0,3,13,2
2215,11000,1999.0,29,157,0,5,2,88741.94803113553,0,0,3,13,4
6897,15999,2015.0,11,820,6,5,2,140348.0,0,0,3,0,1
5823,49995,2016.0,11,1080,3,6,0,79935.0,0,0,0,10,0
9683,19995,2018.0,11,1507,2,8,2,63210.0,0,0,3,2,9
6096,25000,2017.0,29,5,6,5,2,23316.0,0,2,2,10,9
6921,16999,2011.0,11,1047,6,6,4,109708.0,0,0,0,8,8
537,12500,2014.0,19,721,2,3,3,91393.0,0,0,1,4,8
745,38995,2014.0,29,87,0,8,0,154925.0,0,0,0,8,0
5740,9900,2003.0,22,625,6,5,2,76557.0,0,0,2,2,0
9057,32225,2020.0,17,1255,6,5,2,1498.0,0,0,0,0,12
5958,22995,2016.0,24,684,6,3,2,15996.0,0,0,0,9,5
6449,402,2007.0,29,87,6,5,0,176760.0,0,1,0,10,12
9392,4000,2006.0,15,1205,2,5,2,163000.0,0,0,2,9,9
6555,4500,1997.0,29,5,2,6,2,188720.0,0,0,2,8,10
1606,20977,2017.0,8,581,6,8,2,46663.0,0,0,2,13,6
8538,41999,2017.0,5,1860,6,6,2,29471.0,0,0,0,10,8
9461,35995,2017.0,17,2249,6,5,2,23131.0,0,0,0,0,10
6961,1900,1999.0,32,1324,2,3,2,232000.0,0,0,0,12,10
1883,13953,2015.0,11,912,6,8,2,111299.0,0,0,1,13,8
96,14916,2016.0,5,2150,0,5,2,90974.0,0,0,1,0,9
7983,9500,2011.0,34,1632,0,8,3,136000.0,1,0,3,4,8
4384,7900,2010.0,3,1393,0,5,2,111000.0,0,0,1,9,12
8268,26995,2014.0,29,21,6,6,2,98154.0,0,0,0,8,3
4580,0,2012.0,17,1414,6,8,2,52352.0,0,0,3,13,12
8773,19999,2012.0,32,1324,6,3,2,73594.0,0,1,3,9,0
6634,4400,2003.0,5,431,2,6,2,205066.0,4,0,0,10,1
8501,0,2018.0,12,1841,6,6,0,92676.0,0,0,0,10,12
2824,41900,2016.0,17,2231,2,5,2,13036.0,0,0,0,0,10
7090,17900,2010.0,5,2057,6,6,4,119225.0,0,0,0,0,3
170,4499,2007.0,26,1503,6,5,2,136586.0,0,0,2,0,1
8165,72988,2020.0,11,2013,6,8,0,81.0,0,0,0,8,9
5580,30990,2017.0,17,2251,2,5,2,26451.0,0,2,0,7,1
4787,26900,2010.0,11,1091,0,8,2,88741.94803113553,0,0,3,10,10
6,39990,2012.0,11,1519,2,6,2,9692.0,0,2,2,3,1
3662,36989,2017.0,11,949,6,6,2,72650.0,0,0,0,8,0
4357,5500,2012.0,11,820,0,5,2,277000.0,0,0,3,13,12
5641,5500,2008.0,24,650,6,8,2,62400.0,0,0,3,13,12
5463,10950,2013.0,14,1787,2,5,2,135273.0,0,0,1,0,12
5772,9000,2001.0,37,67,6,8,2,165000.0,0,0,3,8,12
5821,8995,2012.0,5,1316,3,5,2,94194.0,0,0,1,9,1
9092,20888,2020.0,18,1969,6,3,2,3062.0,0,0,1,12,0
1586,29888,2018.0,8,1246,0,8,2,47700.0,0,0,1,5,9
4136,12989,2008.0,2,2317,6,5,2,90935.0,0,0,2,2,0
7167,13995,2016.0,35,1356,0,3,2,44452.0,0,0,1,9,0
4603,12995,2007.0,34,1126,2,5,2,224577.0,0,0,2,0,3
7676,14995,2019.0,11,1112,3,8,2,10146.0,0,0,1,9,5
7747,68988,2018.0,11,998,6,6,0,51737.0,0,0,0,10,12
6762,21900,2017.0,26,1736,0,3,2,24737.0,0,0,0,0,0
6667,18750,2017.0,11,877,0,3,2,44013.0,0,0,0,0,10
9260,19999,2020.0,18,1984,6,3,2,10819.0,0,0,0,0,0
7976,29999,2013.0,5,1914,0,6,0,107554.0,0,0,0,8,10
5214,27990,2015.0,8,579,2,6,2,5262.0,0,2,2,3,0
8481,16999,2004.0,11,1082,6,6,0,93529.0,0,0,0,8,9
3592,7495,2012.0,5,1316,2,5,2,160846.0,0,0,1,9,3
8945,3000,2005.0,5,631,6,8,2,140000.0,0,0,3,13,12
3366,5450,2007.0,20,1530,6,8,2,88741.94803113553,0,0,3,13,12
9275,15999,2019.0,5,2156,6,3,2,18215.0,0,0,0,0,10
9688,33590,2015.0,5,1863,2,6,2,37560.0,0,0,0,8,8
2275,34978,2020.0,11,967,6,8,2,88741.94803113553,0,0,3,13,12
1467,3999,2004.0,20,2117,6,6,2,176330.0,0,0,2,9,10
8727,35999,2017.0,5,2057,6,6,2,75620.0,0,0,0,0,12
1269,9811,2011.0,26,1730,0,3,2,89828.0,0,0,1,0,9
392,27990,2015.0,11,1515,2,6,2,27327.0,0,0,2,7,8
1337,2999,2005.0,11,2067,6,5,2,226797.0,0,0,1,9,10
415,64599,2019.0,1,1664,3,5,2,15219.0,0,0,0,0,0
9533,2800,1994.0,12,157,1,6,2,300.0,0,0,2,10,10
1735,30990,2014.0,5,1896,2,6,4,49863.0,0,0,0,8,8
5928,52000,2019.0,29,27,0,6,2,19315.0,0,0,0,8,10
7443,57988,2020.0,11,961,6,8,2,5153.0,0,0,0,8,12
8388,5800,2009.0,3,843,6,8,2,88741.94803113553,0,0,3,13,12
1315,3650,2013.0,21,121,0,3,2,88741.94803113553,0,0,1,9,0
4031,11060,2012.0,34,538,6,3,2,98946.0,0,0,1,9,12
2849,13000,2011.0,32,2255,2,3,2,94000.0,1,1,3,4,0
6848,31194,2019.0,13,687,6,3,2,5558.0,0,0,0,0,5
5811,17995,2011.0,22,785,6,8,2,77778.0,0,0,3,9,10
5289,25899,2020.0,11,881,0,8,2,2215.0,0,0,3,13,9
9864,19995,2017.0,6,1583,2,5,2,65446.0,0,0,3,11,10
9569,3500,2007.0,5,438,2,3,2,118000.0,0,0,1,9,1
1101,14590,2010.0,15,1198,2,5,2,85000.0,0,1,3,3,8
293,3495,2006.0,36,1772,0,8,2,139225.0,0,0,1,13,12
1226,4000,2013.0,26,402,2,3,2,166000.0,4,0,1,9,8
5068,9995,2007.0,5,1998,2,6,2,223606.0,0,0,2,0,3
1555,10995,2012.0,13,1553,6,8,2,141440.0,0,0,3,13,1
8868,18500,2018.0,8,1248,6,5,4,29314.0,0,0,1,7,9
5309,13990,2011.0,34,2044,2,8,2,88033.0,0,2,3,8,10
1918,27590,2019.0,11,1686,2,8,2,987.0,0,2,3,8,6
9694,30590,2014.0,12,1831,2,6,4,34292.0,0,2,0,8,0
1720,8500,2001.0,28,494,0,8,2,82000.0,0,1,3,13,1
3695,13897,2014.0,5,947,6,6,2,120873.0,0,2,2,11,10
7291,25890,2019.0,32,1575,6,8,2,16807.0,0,0,0,12,12
6292,11480,2016.0,17,1610,6,3,2,49686.0,0,1,1,0,10
6347,5799,2006.0,17,1409,2,5,2,162000.0,0,0,0,0,1
2602,19995,2014.0,5,1860,6,8,5,194976.0,6,3,3,13,12
9103,10900,2018.0,11,1134,6,3,2,29575.0,0,0,1,9,12
2878,9800,2013.0,22,457,6,8,2,122000.0,0,0,3,13,12
9408,13950,2003.0,29,157,2,5,0,191454.0,0,0,0,10,10
7761,4300,2014.0,11,1108,3,3,2,100649.0,0,0,1,9,8
3856,8500,2006.0,11,1039,3,6,2,173000.0,0,0,0,10,5
3332,9989,2014.0,26,1808,6,3,2,74186.0,0,0,1,9,8
6428,18000,2008.0,5,1860,0,6,2,108000.0,0,0,0,10,1
2270,34990,2019.0,29,22,2,5,2,4106.0,0,2,0,8,10
8326,21194,2018.0,11,1178,6,3,2,32465.0,0,0,0,9,12
2157,26990,2017.0,11,926,2,5,2,16457.0,0,0,0,7,10
9619,500,1996.0,17,1259,1,5,2,200000.0,0,0,2,13,12
4209,4699,2012.0,5,1316,0,5,2,173500.0,0,0,1,13,5
2168,13999,2019.0,18,1567,0,8,2,46000.0,0,0,3,13,12
5129,23995,2015.0,11,899,2,5,2,143067.0,0,0,2,0,0
6769,0,2020.0,5,1914,6,6,0,22159.0,0,0,0,10,12
8702,39999,2017.0,12,1824,6,6,2,75896.0,0,0,0,10,0
4442,21995,2016.0,19,868,3,5,2,47435.0,0,0,3,13,12
5260,7950,2004.0,26,1176,2,5,2,162105.0,0,1,2,8,9
3325,8100,2001.0,11,897,6,8,2,160000.0,0,0,3,13,12
7546,14995,2016.0,18,1571,3,3,2,77949.0,0,0,1,9,10
9967,16995,2007.0,4,869,6,8,2,117314.0,0,3,3,7,12
2737,19997,2019.0,11,1185,6,8,2,88741.94803113553,0,0,3,13,12
9780,63995,2018.0,11,999,6,6,4,61684.0,0,0,0,8,5
3790,17900,2017.0,26,1503,0,5,2,83000.0,0,0,0,13,8
879,35990,2011.0,29,206,2,5,0,98579.0,0,0,0,10,10
6209,28999,2017.0,11,923,6,8,2,32739.0,0,0,3,13,12
2777,14500,2008.0,2,215,0,6,2,88741.94803113553,0,1,2,13,5
5969,9450,2009.0,21,749,0,5,2,96000.0,0,0,0,0,12
6826,55988,2019.0,11,961,6,8,2,33355.0,0,0,0,8,9
8977,9999,2013.0,11,1134,6,3,2,79105.0,0,0,1,9,5
8848,31500,2020.0,34,2026,3,5,2,7200.0,0,0,0,8,0
371,0,2008.0,2,123,6,5,2,168007.0,6,1,2,9,10
6711,21500,2009.0,34,2026,0,5,2,80874.0,0,0,0,10,10
1056,32500,2004.0,37,760,6,3,2,18395.0,0,0,1,9,5
1146,15995,2011.0,11,811,6,8,2,40684.0,0,0,3,13,9
1376,15777,2010.0,37,266,6,8,2,172052.0,0,0,3,13,10
9804,17995,2018.0,3,846,6,8,2,53265.0,0,3,3,7,1
146,16490,2006.0,11,1027,2,5,0,51806.0,0,0,2,10,10
2665,30347,2019.0,26,1600,6,8,2,8519.0,0,0,1,13,9
8405,29750,2017.0,11,1511,0,6,2,24806.0,0,0,2,3,0
7451,10500,1998.0,37,55,0,8,0,196133.0,0,1,2,7,10
4161,14995,2014.0,11,807,6,8,2,142967.0,0,0,3,13,10
8575,0,2016.0,5,1914,6,6,0,31663.0,0,0,0,10,12
5454,43063,2018.0,11,955,0,8,2,64983.0,0,0,3,13,10
9004,39888,2019.0,5,633,6,3,0,9319.0,0,0,0,10,10
8708,21999,2017.0,17,590,6,3,2,27508.0,0,0,0,0,9
5697,11445,2014.0,18,1969,6,8,2,37840.0,0,0,3,7,4
9722,13995,2014.0,11,1184,2,8,2,89058.0,0,0,3,9,10
7540,18495,2018.0,11,1178,6,3,2,50684.0,0,0,0,9,9
1433,12897,2010.0,20,1474,6,5,2,117976.0,0,2,1,0,0
4516,7900,2013.0,13,689,0,5,2,249000.0,0,0,1,0,12
7877,4200,2013.0,8,2321,6,8,2,140000.0,0,0,3,13,12
455,26990,2018.0,5,638,2,8,2,23338.0,0,2,0,8,12
664,14950,2014.0,11,792,2,6,2,165669.0,0,0,2,11,10
8477,15999,2011.0,11,912,6,5,2,83619.0,0,0,0,0,2
7045,6000,2004.0,5,1858,2,6,2,192000.0,0,0,0,8,12
8715,6500,1999.0,5,2057,2,6,2,207600.0,0,0,1,10,0
876,26990,2008.0,37,292,2,5,0,78285.0,0,0,2,10,10
3256,3999,2003.0,34,548,2,3,2,200000.0,0,0,1,3,9
7772,8155,2013.0,14,830,6,8,2,99139.0,0,0,3,9,9
1502,12895,2013.0,2,123,6,3,2,104502.0,0,0,2,9,9
1879,23590,2014.0,8,579,2,6,2,23020.0,0,2,2,3,8
2837,56500,2017.0,11,949,6,5,2,35559.0,0,0,0,13,0
3296,19000,2015.0,11,1062,6,8,2,184000.0,0,0,3,13,12
7723,23995,2012.0,5,940,0,6,2,80601.0,0,0,0,11,10
8874,9999,2013.0,11,1134,6,3,2,79105.0,0,0,1,9,5
8075,14991,2016.0,25,1580,6,3,2,57309.0,0,0,0,0,9
6807,8995,2012.0,5,1316,3,5,2,94194.0,0,0,1,9,1
9536,2495,2007.0,5,1316,2,5,2,152220.0,0,0,1,9,0
1048,73750,1962.0,5,678,6,8,2,67341.0,0,1,3,7,10
8936,39999,2019.0,8,772,6,5,2,23089.0,0,0,0,0,5
274,26800,2017.0,11,1062,6,6,2,145252.0,0,0,0,13,10
5975,16999,2013.0,1,1648,6,3,2,109671.0,0,0,3,0,1
3848,10516,2015.0,21,1457,6,3,2,134814.0,0,0,1,9,10
2885,31990,2016.0,34,186,2,5,2,21066.0,0,0,3,7,0
5206,40990,2019.0,34,2185,2,6,4,13869.0,0,2,0,8,9
7972,26995,2013.0,17,2231,6,5,2,82800.0,0,0,0,0,4
656,7480,2010.0,5,2149,6,8,2,88741.94803113553,0,0,3,13,12
1391,3550,2004.0,17,1255,6,6,2,221551.0,0,0,2,0,10
3257,3999,2005.0,0,2106,2,5,2,175000.0,4,0,1,9,10
4983,17485,2018.0,14,1781,3,3,2,56002.0,0,0,1,0,5
1163,6980,2011.0,5,856,6,8,2,88741.94803113553,0,0,3,13,12
6147,18999,2015.0,8,581,6,5,2,101328.0,0,0,2,9,10
3242,21900,2014.0,11,1062,6,8,2,117000.0,0,0,3,13,12
8729,16999,2015.0,21,1457,6,3,2,51735.0,0,0,1,9,0
2707,16000,2016.0,25,1396,6,3,2,52000.0,0,0,1,9,9
3249,11000,2016.0,17,645,0,8,2,84182.0,0,0,0,0,8
4485,30000,2020.0,13,719,4,3,3,88741.94803113553,1,2,0,13,5
84,7450,1990.0,5,678,0,8,2,98255.0,0,0,2,4,8
188,31990,2016.0,34,186,2,5,2,21066.0,0,0,3,7,0
3234,16900,2015.0,11,1062,6,8,2,180000.0,0,0,3,13,12
9285,25888,2017.0,19,1548,6,3,2,56525.0,0,0,0,0,1
6516,3000,1999.0,11,796,1,6,0,131380.0,5,0,2,11,9
1877,7400,2015.0,11,1185,6,8,2,88741.94803113553,0,1,3,13,12
4066,7899,2012.0,17,644,6,3,2,76209.0,0,0,1,0,0
7199,5999,1984.0,4,1816,2,6,2,59601.0,0,0,1,9,10
3452,27900,2016.0,5,1860,2,6,2,73654.0,0,0,2,10,8
4893,2250,2001.0,6,2224,2,5,2,382200.0,0,0,1,5,9
9330,22999,2016.0,32,696,6,3,2,51213.0,0,0,3,0,1
8637,18999,2014.0,11,912,6,5,2,104656.0,0,0,0,0,0
3094,9990,2019.0,11,1115,2,8,2,29741.0,0,2,1,4,9
1033,27900,2019.0,8,577,6,8,2,28955.0,0,0,3,3,12
5401,33990,2012.0,5,680,2,6,2,49245.0,0,0,2,7,10
2373,13900,2015.0,14,1949,0,3,2,104498.0,0,0,1,9,9
