,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color
3983,8495,2011.0,8,1246,2,5,2,161819.0,0,0,1,11,10
2639,1,2010.0,5,1436,6,8,2,147.0,0,0,3,13,12
5622,13500,2012.0,22,458,0,5,2,74000.0,0,0,0,9,5
509,20499,2017.0,11,1068,0,6,2,88741.94803113553,0,0,2,11,10
4296,15025,2009.0,5,1905,6,6,0,252548.0,0,0,2,13,10
5518,32500,2019.0,34,2045,3,5,2,26818.0,0,0,2,10,2
8409,10620,2011.0,12,374,2,5,2,92180.0,1,0,0,0,12
1780,23900,2018.0,5,934,6,8,2,23000.0,4,0,3,13,12
2490,35990,2010.0,5,680,2,6,2,32742.0,0,2,2,7,12
4739,0,2012.0,8,583,0,6,2,75000.0,0,0,3,13,0
6077,11950,2008.0,34,1296,0,5,2,148126.0,0,0,0,0,0
2687,37500,2018.0,11,949,6,8,2,30026.0,0,0,0,13,1
1764,199,2017.0,8,581,6,8,2,88741.94803113553,0,0,3,13,12
2983,18500,2010.0,37,79,0,5,2,125700.0,0,0,0,0,8
6868,35995,2017.0,17,2231,6,8,2,88741.94803113553,0,0,0,0,4
799,39990,2019.0,8,580,2,6,2,2760.0,0,2,2,3,9
5990,4950,2007.0,6,1644,6,8,2,88741.94803113553,0,0,3,13,12
9299,13988,2017.0,18,1969,6,8,4,88741.94803113553,0,0,1,13,12
7499,12750,2016.0,35,1590,0,3,2,78658.0,0,0,0,9,10
5131,16995,2014.0,13,600,2,3,2,100541.0,0,1,1,9,0
2146,42548,2019.0,5,2057,6,8,2,53099.0,0,0,2,13,0
9863,22995,2018.0,26,1730,2,8,2,25915.0,0,0,3,0,9
8924,8900,2011.0,18,1984,6,3,2,101339.0,0,0,3,0,9
6403,25988,2016.0,29,5,6,6,2,115901.0,0,0,2,10,10
7075,4800,2004.0,35,1354,6,8,2,125000.0,0,1,1,13,12
9325,52995,2019.0,34,2177,6,8,2,88741.94803113553,0,0,3,13,12
7533,27988,2019.0,26,1600,6,5,2,32945.0,0,0,0,0,4
2014,9000,1995.0,17,2231,2,3,2,88741.94803113553,0,1,0,13,0
4392,30390,2017.0,17,2244,6,5,2,65120.0,0,0,0,0,10
5682,3900,2006.0,27,1208,0,3,2,126756.0,0,0,1,9,5
2901,15950,2012.0,5,1878,6,6,2,173188.0,0,0,0,8,10
5500,31990,2016.0,11,1050,2,6,4,24208.0,0,0,0,8,12
1316,66900,2019.0,29,87,3,5,0,2000.0,0,0,0,10,0
8695,0,2015.0,29,103,6,5,0,131841.0,0,0,0,10,12
3520,2900,2011.0,25,1396,2,3,2,201261.0,0,0,1,9,0
3632,28900,2019.0,5,1860,3,6,2,16214.0,0,0,2,10,10
9,490,2019.0,11,2140,0,3,2,4775.0,0,0,3,11,12
5008,19998,2015.0,11,820,6,5,2,60053.0,0,0,1,0,10
2231,35990,2013.0,2,1433,2,6,2,50956.0,0,2,2,3,0
5193,29995,2007.0,12,501,6,6,0,26530.0,0,0,2,7,12
5515,8000,2011.0,17,1255,2,5,2,162540.0,0,0,2,0,9
47,6250,2010.0,11,1189,2,5,2,82000.0,0,0,1,9,9
434,6100,2010.0,13,1550,6,8,2,88741.94803113553,4,0,3,13,12
183,15000,2007.0,17,2248,2,5,2,98000.0,1,1,0,13,0
1994,23990,2013.0,20,1533,2,6,2,73242.0,0,2,0,0,10
6741,6750,2013.0,11,876,0,3,2,138000.0,0,0,0,13,5
1737,6999,2014.0,26,2212,0,3,2,63095.0,0,0,1,9,10
6466,30194,2017.0,13,687,6,3,2,30963.0,0,0,0,0,5
3629,17900,2016.0,11,2131,0,5,2,118046.0,0,0,2,11,10
9424,21080,2020.0,5,2158,2,8,2,0.0,0,0,3,7,10
1838,57900,2013.0,29,178,6,8,0,88741.94803113553,0,0,0,13,12
9416,35995,2016.0,5,1878,2,6,2,32692.0,0,0,3,8,10
7260,12991,2015.0,8,1246,6,5,2,88145.0,0,0,1,11,12
1306,18900,2015.0,11,2131,0,5,2,81941.0,0,0,2,11,10
864,51990,2012.0,37,276,2,5,0,127816.0,0,0,2,13,10
3876,1800,2003.0,11,2067,6,8,2,88741.94803113553,0,0,3,13,12
2892,38990,2012.0,4,729,2,6,2,38912.0,0,2,2,3,0
5628,29900,2011.0,11,1066,6,8,0,124.0,0,0,3,13,12
1760,16500,2005.0,5,1858,2,8,2,88741.94803113553,0,0,3,13,12
6951,23995,2013.0,11,949,6,8,4,58093.0,0,0,0,8,9
1696,44990,2015.0,29,206,2,5,0,80733.0,0,0,0,10,10
6359,4400,2013.0,18,1721,0,3,2,116000.0,0,0,1,3,10
4044,2795,2005.0,5,1436,1,5,2,200000.0,0,0,1,9,1
7486,12000,2012.0,6,2116,0,5,2,117000.0,0,0,1,13,12
1355,6490,2005.0,15,1667,6,6,2,158897.0,6,0,2,0,0
3963,37999,2017.0,8,577,0,6,2,12279.0,0,0,2,3,12
4221,0,2012.0,8,583,0,6,2,75000.0,0,0,3,13,0
7716,13750,2018.0,10,194,0,3,2,3418.0,0,0,1,4,10
2754,1,2011.0,5,1436,6,3,2,180.0,0,0,3,13,12
2504,21750,2002.0,11,2087,3,6,2,15962.0,0,0,1,2,11
827,20590,2015.0,21,1522,2,8,2,4272.0,0,2,2,7,8
2126,9950,2013.0,35,1598,0,3,2,60120.0,0,0,1,9,0
5694,6000,2012.0,5,704,3,3,2,78000.0,0,0,0,9,9
8263,3500,1999.0,11,1678,1,5,2,88741.94803113553,0,1,0,8,12
7282,45988,2020.0,11,973,6,8,2,3480.0,0,0,0,8,1
8564,73500,2019.0,11,1078,3,8,0,4000.0,0,0,3,13,12
6316,29999,2015.0,12,1843,6,6,2,133041.0,0,0,0,10,12
3989,8990,2012.0,34,1692,0,3,2,88741.94803113553,0,0,1,0,9
9271,31888,2017.0,8,772,6,6,2,54613.0,0,0,0,0,10
2370,22842,2017.0,26,1603,6,8,2,88741.94803113553,0,0,3,13,12
9122,9900,2019.0,26,2209,6,3,2,19546.0,0,0,1,9,1
5885,54900,2018.0,12,1845,0,6,2,28300.0,0,0,0,8,0
1630,6380,2009.0,11,820,6,8,2,88741.94803113553,0,0,3,13,12
4597,0,2006.0,11,1032,3,6,2,88741.94803113553,0,0,2,13,9
9289,34470,2017.0,11,912,6,5,2,57967.0,0,0,0,0,8
2429,2500,2007.0,11,1134,0,3,2,134000.0,0,0,3,13,4
3900,13995,2014.0,5,928,6,8,2,72946.0,0,0,3,13,0
7615,25988,2019.0,5,857,6,8,2,26148.0,0,0,0,0,0
5964,16000,2015.0,11,1140,0,3,2,65000.0,0,1,1,4,12
6811,19995,2005.0,11,1023,6,8,0,121779.0,0,3,0,7,10
3656,3000,2004.0,34,435,1,8,2,167000.0,0,0,3,9,12
36,13498,2015.0,11,1507,0,8,2,89469.0,0,1,2,3,12
633,18995,2004.0,17,2231,2,5,2,51060.0,0,1,0,0,8
2551,4995,2003.0,11,1507,2,5,2,199786.0,0,0,2,3,3
2330,25899,2020.0,11,881,0,8,2,2196.0,0,0,3,13,0
230,9988,2010.0,8,752,6,8,2,88741.94803113553,0,0,3,13,12
2907,25500,2013.0,34,1817,0,5,2,34000.0,0,0,1,5,5
7830,19995,2017.0,35,1589,6,8,2,22882.0,0,0,3,7,10
8730,9999,2013.0,11,1134,6,3,2,79105.0,0,0,1,9,5
4553,30544,2016.0,19,1747,6,5,2,53712.0,0,0,1,0,3
5299,5999,2011.0,18,1984,6,3,2,200102.0,0,1,3,0,10
2284,25898,2020.0,11,881,0,8,2,8079.0,0,0,3,13,10
2655,18500,2019.0,26,1389,6,8,2,12596.0,0,0,1,13,1
2156,24990,2017.0,11,926,2,5,4,30351.0,0,0,0,0,5
1180,53000,2006.0,37,334,6,8,0,88741.94803113553,0,0,3,13,12
5640,5900,2009.0,2,149,0,8,2,115200.0,0,0,3,13,12
724,7280,2010.0,34,538,6,8,2,88741.94803113553,0,0,3,13,12
6217,8000,2001.0,5,1860,0,6,2,127900.0,0,0,0,10,5
817,3970,2002.0,11,912,6,5,5,151157.0,6,1,2,0,10
5138,7995,2008.0,34,538,2,5,2,118706.0,0,0,1,9,8
9542,7495,2011.0,14,1214,0,5,2,153957.0,0,0,2,9,0
1939,37000,2012.0,8,206,0,5,0,163000.0,0,0,2,10,10
5974,3500,2011.0,11,1108,0,3,2,2075000.0,0,0,1,4,5
9443,37995,2015.0,29,110,6,6,2,40070.0,0,0,0,8,5
2193,32819,2019.0,34,2027,6,8,2,88741.94803113553,0,0,3,13,12
1885,17977,2014.0,11,949,6,8,2,161081.0,0,0,0,13,12
9354,15995,2017.0,18,1973,0,8,1,20850.0,0,0,1,4,0
9922,20990,2015.0,11,908,2,5,2,72930.0,0,2,3,0,0
6953,16995,2016.0,35,1239,6,3,2,21913.0,0,0,1,12,9
1109,15900,2019.0,8,1246,2,5,2,47190.0,0,0,1,11,10
5912,3900,2003.0,18,1963,0,5,2,122300.0,0,0,0,0,1
4757,24995,2015.0,11,949,2,5,2,176123.0,0,0,0,10,10
4063,6950,2008.0,5,1316,0,6,2,154859.0,0,0,2,9,8
8633,3000,2004.0,17,1409,2,5,2,88741.94803113553,0,0,0,13,1
9975,11995,2012.0,34,432,6,8,2,141500.0,0,3,1,9,10
1800,26900,2012.0,11,1020,6,8,2,88741.94803113553,0,0,2,13,12
1512,4500,2012.0,25,1314,0,8,2,31000.0,0,0,2,4,9
5902,5999,2008.0,13,841,0,3,2,140000.0,0,0,1,0,9
7494,19995,2017.0,5,858,0,3,2,32859.0,0,0,0,0,5
5171,41988,2019.0,29,5,2,6,2,41240.0,0,0,0,10,0
3637,15993,2017.0,34,538,6,3,2,50326.0,0,0,1,9,1
2238,2500,2009.0,18,1721,2,3,2,88741.94803113553,0,1,0,13,1
6429,15000,2008.0,12,1823,0,6,2,184000.0,0,0,0,10,9
8338,30999,2015.0,15,1673,6,8,2,88741.94803113553,0,0,3,13,12
6040,11499,2007.0,22,1479,0,6,2,92977.0,0,0,0,0,9
4672,7799,2011.0,14,1950,0,3,2,80000.0,0,0,3,9,0
6650,8999,2008.0,24,650,0,3,2,82024.0,0,1,1,12,8
2036,0,2014.0,11,916,3,5,2,88741.94803113553,0,0,2,0,10
1731,19750,2017.0,15,1654,6,3,2,60548.0,0,0,2,9,5
5787,9950,2007.0,26,1173,0,5,2,157271.0,0,1,0,10,8
2522,26900,2015.0,17,2231,3,5,2,33525.0,0,0,0,0,4
3129,15000,2013.0,11,1140,0,3,2,0.0,1,1,1,4,8
9207,13999,2008.0,5,1870,6,6,2,131457.0,0,0,0,8,9
4812,24299,2017.0,11,912,6,3,2,37784.0,0,0,1,0,8
5501,41990,2012.0,5,535,2,6,2,2778.0,0,2,2,3,8
6532,18995,2011.0,11,949,6,8,4,55546.0,0,0,3,7,8
2523,21950,1997.0,17,2231,0,5,2,130440.0,0,0,0,0,10
9262,29999,2018.0,8,772,6,5,2,27839.0,0,0,0,0,8
6425,19995,2018.0,35,1589,6,3,2,18097.0,0,2,1,9,9
1552,14995,2018.0,32,1406,6,8,2,74792.0,0,0,3,13,5
8641,10999,2012.0,26,1503,6,5,2,98884.0,0,0,3,0,0
5834,10995,2013.0,34,668,3,3,2,77775.0,0,0,1,9,1
9514,16590,2014.0,34,2044,2,8,2,101812.0,0,2,0,8,10
5675,2500,2008.0,37,243,6,8,2,130.0,0,2,3,13,12
3055,14825,2016.0,21,743,6,8,2,77839.0,0,0,3,13,12
3568,1499,2008.0,37,2023,1,3,2,266000.0,0,1,1,9,8
2447,11211,2018.0,11,1136,6,8,2,88741.94803113553,0,0,3,13,12
9342,17500,2014.0,37,343,3,7,3,52000.0,0,0,1,12,8
9521,11920,2012.0,35,2093,0,3,2,66000.0,0,0,0,0,1
634,22495,2012.0,17,2231,2,5,2,85814.0,0,2,0,0,0
3566,13989,2011.0,5,1998,6,6,2,150217.0,0,0,2,0,12
4751,24777,2016.0,30,764,3,3,2,44264.0,0,0,0,0,10
5636,4950,2004.0,34,1630,0,3,3,171126.0,0,0,1,9,12
9034,29000,2014.0,29,159,2,6,2,100000.0,0,0,0,8,5
2031,0,2019.0,8,1254,6,8,2,88741.94803113553,0,0,3,13,12
5576,12500,2014.0,2,147,0,3,0,83000.0,0,0,2,9,10
6785,4500,2003.0,27,2215,6,8,2,88741.94803113553,0,1,3,13,12
206,28500,2017.0,11,1036,6,6,2,91000.0,0,0,0,13,12
6690,39194,2019.0,11,912,6,5,2,30645.0,0,0,0,0,12
4425,28556,2017.0,11,1507,6,6,2,82443.0,0,0,2,3,10
2489,30590,2018.0,5,1863,2,5,2,16797.0,0,0,3,8,10
4524,7499,2011.0,34,545,0,3,2,158000.0,0,0,3,9,8
810,3400,2003.0,6,1644,6,3,2,154.0,0,0,1,12,1
3614,5999,2004.0,34,538,6,8,2,175000.0,0,0,3,13,12
1324,4177,2004.0,14,1945,6,8,2,127131.0,0,0,1,13,0
1477,12995,2007.0,11,1055,6,8,2,35560.0,0,0,3,13,4
4987,18995,2008.0,17,2231,0,5,2,126882.0,0,0,0,0,0
5364,28990,2017.0,5,1868,2,5,4,17753.0,0,0,0,8,8
7693,18900,2014.0,32,1575,6,5,2,87445.0,0,0,3,12,12
7104,9900,2019.0,26,2209,6,3,2,19546.0,0,0,1,9,1
3890,4700,2003.0,26,2291,2,5,2,120000.0,0,0,0,0,9
1683,34990,2011.0,37,292,2,5,0,84317.0,0,0,2,10,11
7905,21980,2019.0,5,2156,6,3,2,2453.0,0,0,0,0,10
7466,40194,2020.0,15,1671,6,5,2,1973.0,0,0,0,0,12
5482,6800,1990.0,26,136,6,8,2,88741.94803113553,0,1,3,13,12
9584,8500,2001.0,5,661,0,6,2,154000.0,0,0,2,2,4
2128,10500,2013.0,13,737,3,3,2,118000.0,0,0,3,0,5
4707,1000,2003.0,3,1407,0,5,2,88741.94803113553,0,0,1,13,12
1878,36590,2019.0,5,532,2,6,2,3610.0,0,2,2,3,12
1409,24990,2008.0,11,808,2,6,2,107244.0,0,0,2,10,10
2450,42507,2020.0,11,1680,6,8,2,88741.94803113553,0,0,3,13,12
343,3200,2002.0,5,1316,2,5,2,160000.0,0,0,1,9,10
4367,16880,2014.0,4,1990,0,5,2,28379.0,0,0,1,0,8
7081,13500,2009.0,12,2304,2,6,2,157720.0,1,0,3,0,0
2518,4000,2002.0,12,2310,6,8,2,88741.94803113553,0,0,3,13,12
699,21950,2014.0,17,2244,0,5,2,132865.0,0,0,0,0,10
3098,6267,2011.0,17,1610,6,3,2,135319.0,0,0,1,0,10
4758,17995,2010.0,34,2026,2,5,2,113695.0,0,0,2,10,2
1171,5270,2011.0,11,1185,6,8,2,88741.94803113553,0,0,3,13,12
166,17900,2018.0,26,405,0,3,2,69953.0,0,0,1,9,5
7756,4900,2010.0,34,677,3,3,2,88741.94803113553,4,0,1,9,9
3625,18900,2015.0,11,2131,0,5,2,81941.0,0,0,2,11,10
804,3800,2007.0,35,1354,0,3,2,170000.0,0,0,1,9,9
2282,30000,1955.0,5,450,2,6,2,1.0,0,1,2,3,1
9379,26999,2019.0,32,1575,6,3,2,23290.0,0,0,3,0,12
4832,0,2012.0,8,583,0,6,2,75000.0,0,0,3,13,0
8324,29900,2011.0,11,1066,6,8,0,88741.94803113553,0,0,3,13,12
417,4700,2011.0,13,1619,2,5,2,252467.0,0,0,0,0,5
7720,11750,2015.0,8,1252,0,5,2,102459.0,0,0,1,5,8
1739,14782,2017.0,26,402,6,8,2,127674.0,0,0,1,13,1
6358,10995,1999.0,5,424,6,8,2,61969.0,0,0,0,5,10
1686,25990,2014.0,37,299,2,6,2,96807.0,0,0,2,10,10
4742,1250,2000.0,37,768,6,8,2,88741.94803113553,0,0,3,13,12
5230,31990,2016.0,11,1050,2,6,4,24208.0,0,0,0,8,12
1208,0,2011.0,17,2231,0,8,2,88741.94803113553,0,0,3,13,9
3049,37900,2017.0,11,1062,6,8,0,90000.0,0,0,3,13,12
6226,14995,2003.0,37,271,6,6,2,73000.0,0,0,0,0,3
4547,8950,2006.0,11,969,0,6,2,185170.0,0,0,2,8,0
2492,14990,2017.0,11,876,6,8,2,45873.0,0,0,3,13,12
3292,9495,1997.0,17,2231,0,5,2,186533.0,0,1,0,7,0
7659,31988,2019.0,8,587,6,8,2,27948.0,0,0,0,9,8
4591,25995,2016.0,11,949,2,6,2,126351.0,0,0,2,10,0
6508,9950,2010.0,5,859,0,3,2,94320.0,0,0,1,0,0
8791,0,2015.0,11,998,6,6,0,166315.0,0,0,0,10,12
8188,23995,2009.0,5,1858,6,8,0,87648.0,0,0,0,8,10
8382,20902,2018.0,17,644,6,3,2,11160.0,0,0,0,0,9
3172,40990,2017.0,34,2182,2,6,4,40570.0,0,0,3,8,10
2752,1,2006.0,0,2164,6,8,2,212.0,0,0,3,13,12
5814,42000,2015.0,4,869,3,6,2,85000.0,0,0,0,0,0
2011,7999,2013.0,26,402,2,8,2,1500.0,0,0,1,9,5
3164,10500,2013.0,11,820,2,3,2,122532.0,0,0,1,0,10
987,24990,2017.0,5,635,2,5,2,47250.0,0,2,3,8,0
7207,3500,2005.0,8,780,6,8,2,88741.94803113553,0,0,3,13,12
6427,29999,2015.0,29,21,6,6,2,65211.0,0,0,0,8,0
6593,10999,2008.0,17,641,6,6,2,82682.0,0,0,0,0,10
8126,0,2009.0,5,2002,6,8,2,88741.94803113553,0,0,3,13,12
329,13990,2015.0,35,570,2,8,2,80227.0,0,0,1,9,10
252,27990,2015.0,8,579,2,6,2,5262.0,0,2,2,3,0
2565,10990,2011.0,11,821,0,5,2,123000.0,0,0,1,0,9
8201,18995,2011.0,11,2135,6,8,2,125722.0,0,3,3,7,10
9188,39888,2019.0,11,949,6,5,2,16002.0,0,0,0,10,5
5286,36990,2019.0,29,22,2,6,2,8459.0,0,2,0,8,8
9130,6888,2012.0,11,912,6,5,2,150408.0,0,0,1,0,10
359,2000,2008.0,5,860,2,5,2,88741.94803113553,0,0,3,13,0
3439,16100,2014.0,5,1893,6,8,2,187000.0,0,0,3,13,12
3498,40990,2011.0,37,350,6,5,2,11150.0,0,0,0,0,9
3991,11900,2015.0,18,1807,0,5,2,97142.0,0,0,1,5,2
6353,24995,2009.0,11,784,6,8,0,91268.0,0,3,3,7,8
740,29995,2017.0,5,1922,0,8,0,179405.0,0,0,0,8,8
7920,18500,2018.0,8,1248,6,5,4,29314.0,0,0,1,7,9
2792,26995,2012.0,17,2243,0,5,2,106517.0,0,0,0,13,0
4807,26250,2017.0,13,1618,6,5,2,37202.0,0,0,0,0,10
5897,71988,2020.0,11,2013,6,8,0,3724.0,0,0,0,8,0
5950,12995,2003.0,37,271,6,6,2,135742.0,0,0,0,0,0
6582,19999,2008.0,29,157,6,5,0,171030.0,0,0,0,10,1
6447,435,2013.0,29,5,6,6,2,106023.0,0,0,0,10,12
2199,36593,2020.0,11,1688,6,8,2,88741.94803113553,0,0,3,13,12
6291,25590,2019.0,34,1692,6,8,2,23949.0,0,0,0,12,12
1956,4495,2008.0,8,772,6,6,2,88741.94803113553,0,0,3,13,12
7137,20795,2017.0,5,1316,6,8,2,88741.94803113553,0,0,3,9,9
1243,0,2011.0,37,80,6,8,0,88741.94803113553,0,0,3,13,12
7127,500,1992.0,26,1808,6,8,2,88741.94803113553,0,0,3,13,12
7861,35500,2017.0,34,2052,3,5,2,40300.0,0,0,0,10,8
3122,14989,2014.0,11,949,6,6,2,169653.0,0,0,2,8,10
2423,32475,2019.0,29,14,6,8,2,88741.94803113553,0,0,3,13,12
2458,4400,2015.0,11,1115,3,3,2,120000.0,0,1,1,13,9
2560,14990,2016.0,11,1178,2,3,2,64090.0,0,0,1,9,10
7947,16995,2016.0,8,1376,0,5,2,40963.0,0,0,0,0,0
3583,1950,1994.0,11,700,2,6,2,131332.0,1,0,2,13,5
8852,28999,2017.0,3,849,6,3,2,27883.0,0,0,0,0,7
145,20990,2015.0,5,941,2,6,2,99342.0,0,0,2,10,10
5899,8995,2012.0,11,1178,6,3,2,134350.0,0,0,1,9,12
7946,23995,2017.0,17,1259,0,5,2,40211.0,0,0,0,0,0
8750,34999,2015.0,5,1921,6,6,0,59197.0,0,0,0,10,10
1544,5900,2011.0,17,1410,6,8,2,88741.94803113553,0,0,3,13,12
6884,21980,2019.0,5,2156,6,3,2,2453.0,0,0,0,0,10
2904,16995,2017.0,11,2143,6,8,2,60148.0,0,0,3,13,10
4292,12950,2017.0,6,59,6,5,2,41169.0,0,0,1,9,10
9828,34990,2016.0,8,580,2,6,2,4425.0,0,2,2,3,8
4560,9295,2011.0,12,2080,0,8,2,95064.0,0,0,3,0,12
2307,4500,2005.0,12,2321,1,8,2,158000.0,0,0,3,13,8
8327,25194,2018.0,11,873,6,3,2,24461.0,0,0,0,0,12
2369,24207,2020.0,11,880,6,8,2,88741.94803113553,0,0,3,13,12
5582,20990,2012.0,11,1516,2,6,2,37234.0,0,2,2,3,8
7446,33995,2019.0,8,581,6,5,2,10565.0,0,0,0,9,8
4678,199,2017.0,8,581,6,8,2,88741.94803113553,0,0,3,13,12
2580,21990,2016.0,29,35,2,5,2,32234.0,0,2,3,8,5
8236,18988,2015.0,24,684,6,3,2,45216.0,0,0,0,9,8
6283,13888,2017.0,5,704,6,3,2,63080.0,0,2,1,9,0
1787,12990,2019.0,25,1470,4,3,2,88741.94803113553,0,0,1,9,12
4794,8590,2008.0,13,1625,0,5,2,146744.0,0,0,1,0,0
3866,33900,2014.0,12,1843,3,6,0,88741.94803113553,0,0,0,10,9
8184,33900,2018.0,8,1252,3,8,2,42.0,0,0,1,5,10
1261,30977,2016.0,5,2057,6,8,2,93374.0,0,0,3,13,8
16,33990,2012.0,5,680,2,6,2,49245.0,0,0,2,7,10
8995,9999,2017.0,5,1977,6,3,2,88594.0,0,0,1,9,5
9012,5000,2003.0,32,1147,6,8,2,137000.0,0,0,3,13,12
9817,19995,2019.0,5,2159,2,8,2,20377.0,0,0,3,0,0
8315,29995,2017.0,34,1822,0,5,2,48745.0,0,0,0,5,10
1727,22990,2014.0,13,1720,2,5,2,56196.0,0,2,0,8,0
1133,32995,2018.0,12,1843,6,8,2,88918.0,0,0,0,13,10
7762,62000,2017.0,11,998,3,6,0,35000.0,0,0,0,10,10
793,27990,2019.0,11,1687,2,8,2,15207.0,0,2,3,8,8
7594,16988,2013.0,11,1130,6,8,2,88741.94803113553,0,0,0,0,10
6269,26090,2019.0,34,1692,6,8,2,19561.0,0,0,0,12,1
164,7500,2008.0,11,813,0,6,2,174000.0,0,0,3,11,8
8751,24999,2019.0,5,1436,6,3,2,3221.0,0,0,1,9,5
9065,18999,2013.0,17,2231,6,5,2,101930.0,0,0,0,0,8
5179,19450,2013.0,11,808,6,6,5,28573.0,0,0,2,13,10
1531,45000,2013.0,37,263,6,8,0,88741.94803113553,0,0,3,13,12
9812,39995,2020.0,4,2290,2,8,2,159.0,0,0,3,0,2
7582,31988,2019.0,12,368,6,8,2,88741.94803113553,0,0,0,0,0
127,27500,2016.0,8,1250,6,8,2,32753.0,0,0,3,13,12
2689,5997,2010.0,23,1270,3,8,2,88741.94803113553,0,0,3,13,12
3782,7900,2007.0,5,1926,2,6,2,191100.0,0,0,2,10,10
9332,20999,2011.0,17,2231,6,5,2,36563.0,0,0,0,0,9
1855,4400,2006.0,3,1393,6,5,2,124201.0,0,0,1,9,10
4396,9475,2017.0,11,1134,6,3,2,36638.0,0,0,1,9,3
6988,17900,2017.0,32,1147,2,3,2,76330.0,0,0,0,0,9
7130,18999,2015.0,8,581,6,5,2,101328.0,0,0,2,9,10
9303,3500,1984.0,5,491,6,8,0,88741.94803113553,0,0,3,13,12
4457,9125,2006.0,5,1860,6,6,2,118650.0,0,0,2,13,10
7429,38988,2020.0,11,968,6,8,2,3740.0,0,0,0,8,1
9113,15900,2013.0,11,912,6,5,2,74124.0,0,0,3,0,3
7042,10995,2016.0,5,1439,6,3,2,67111.0,0,2,1,9,12
3304,10990,2013.0,35,446,2,8,2,60084.0,0,2,1,4,9
9102,5900,2006.0,12,850,6,5,2,168108.0,0,0,0,0,3
7817,22995,2016.0,13,1550,6,8,2,51153.0,0,0,1,5,12
5796,7900,2001.0,11,1062,2,6,0,170000.0,0,1,0,8,10
1865,18000,1956.0,5,2321,6,8,2,88741.94803113553,0,0,3,13,12
348,4500,2007.0,37,285,0,5,2,130000.0,0,0,3,5,10
1417,30990,2012.0,11,1021,2,6,0,121952.0,0,0,2,10,10
2678,23988,2019.0,26,402,6,8,2,4574.0,0,0,3,13,12
1111,8500,2013.0,11,793,2,6,2,13814.0,0,0,2,11,3
5952,14995,2017.0,21,1456,6,3,2,49000.0,0,0,1,7,3
7449,5900,2013.0,6,59,6,8,2,88741.94803113553,0,0,3,13,12
838,11999,2012.0,5,526,3,5,2,132000.0,0,0,2,3,0
2599,19900,2015.0,1,1649,0,8,2,58300.0,0,0,3,0,5
3479,18977,2018.0,13,600,6,3,2,36462.0,0,0,1,9,0
2401,33990,2012.0,5,680,2,6,2,49245.0,0,0,2,7,10
5551,5800,2014.0,6,62,2,3,2,92700.0,0,0,1,9,1
297,5000,2004.0,11,1088,6,0,2,88741.94803113553,0,1,2,10,8
3941,14900,2016.0,37,1528,6,3,2,22546.0,0,0,1,9,5
8509,0,2012.0,29,162,6,5,0,104044.0,0,0,0,10,12
9993,5500,2008.0,6,129,2,5,2,88741.94803113553,0,0,1,9,5
7420,45954,2019.0,12,2310,6,6,2,49628.0,0,0,0,0,0
5009,22541,2019.0,5,947,6,6,2,26772.0,0,0,2,11,10
4759,24995,2008.0,12,1823,2,6,2,260562.0,0,0,0,10,8
3688,5950,1997.0,11,1032,2,6,2,195211.0,0,0,2,13,8
4698,27311,2019.0,29,1617,6,6,2,37028.0,0,0,2,8,3
7389,12995,2015.0,6,59,3,3,2,58329.0,0,0,1,9,0
119,20988,2015.0,26,2102,0,6,2,70835.0,0,0,2,10,10
6533,6500,2008.0,3,843,2,8,2,88741.94803113553,0,0,0,0,12
8025,15999,2018.0,26,1809,0,3,2,22755.0,0,0,1,9,1
3809,2950,2006.0,37,338,6,8,2,91750.0,0,0,3,9,12
8630,20999,2011.0,5,1865,6,6,4,117368.0,0,0,0,8,1
9169,18988,2019.0,35,1354,6,8,2,1846.0,0,0,1,13,12
768,22950,2013.0,17,2231,0,8,2,88741.94803113553,0,0,0,13,12
4726,4500,2007.0,13,600,6,8,2,88741.94803113553,0,0,3,13,12
2178,7450,2008.0,34,1293,0,5,2,194051.0,0,0,1,0,8
9316,900,1995.0,17,590,2,8,2,175000.0,0,0,0,0,0
834,16950,2011.0,34,2040,0,8,2,88741.94803113553,0,0,0,13,8
4205,16590,2008.0,12,1848,0,6,0,261554.0,0,0,0,10,10
156,17990,2014.0,11,805,2,6,2,106913.0,0,0,2,13,10
9974,11995,2005.0,34,2177,6,8,2,233576.0,0,0,0,8,5
9841,31990,2012.0,34,2184,2,6,4,24955.0,0,2,0,8,0
4307,0,2013.0,11,949,3,5,2,34699.0,0,0,2,10,10
2902,13950,2015.0,5,2151,6,5,2,101951.0,0,0,1,0,0
1839,39500,2016.0,29,178,6,8,0,88741.94803113553,0,0,3,13,12
7132,19900,2017.0,26,1727,3,3,2,22602.0,0,0,0,0,8
5493,28590,2018.0,34,2036,2,5,2,17553.0,0,2,3,8,10
8772,17499,2016.0,11,1178,6,3,2,54300.0,0,0,3,9,1
4883,12000,2015.0,13,381,6,3,2,88687.0,0,0,1,9,9
7684,11995,2003.0,17,2231,3,5,2,133631.0,0,1,0,6,1
7642,27988,2017.0,13,397,6,8,2,28134.0,0,0,1,9,9
9556,3900,2004.0,25,848,2,5,2,185000.0,0,0,0,0,5
8102,9995,2009.0,5,2152,0,5,2,143441.0,0,0,0,0,9
3409,15990,2017.0,17,1714,2,8,2,23112.0,0,2,0,7,8
